Unnamed: 0,User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
1591596,1591596,user_602,user_602,Create Purchase Order Item,90562.0,2018-04-05 08:18:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,20,4507076122_00020,False
1591597,1591597,user_603,user_603,Change Approval for Purchase Order,90562.0,2018-04-05 08:35:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,20,4507076122_00020,False
1591598,1591598,user_196,user_196,Record Invoice Receipt,90562.0,2018-04-06 14:56:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,20,4507076122_00020,False
1591599,1591599,NONE,NONE,Vendor creates invoice,29788.0,2018-03-07 22:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,30,4507076122_00030,False
1591600,1591600,user_602,user_602,Create Purchase Order Item,29788.0,2018-04-05 08:18:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,30,4507076122_00030,False
1591601,1591601,user_603,user_603,Change Approval for Purchase Order,29788.0,2018-04-05 08:35:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,30,4507076122_00030,False
1591602,1591602,user_196,user_196,Record Invoice Receipt,29788.0,2018-04-06 14:53:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076122,Purchase order,vendorID_1837,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1761,False,30,4507076122_00030,False
1591603,1591603,NONE,NONE,Vendor creates invoice,13631.0,2018-03-27 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076123,Purchase order,vendorID_1838,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1762,False,10,4507076123_00010,False
1591604,1591604,user_602,user_602,Create Purchase Order Item,13631.0,2018-04-05 09:12:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076123,Purchase order,vendorID_1838,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1762,False,10,4507076123_00010,False
1591605,1591605,user_603,user_603,Change Approval for Purchase Order,13631.0,2018-04-05 11:45:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076123,Purchase order,vendorID_1838,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1762,False,10,4507076123_00010,False
1591606,1591606,user_376,user_376,Record Invoice Receipt,13631.0,2018-04-06 09:31:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076123,Purchase order,vendorID_1838,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1762,False,10,4507076123_00010,False
1591607,1591607,NONE,NONE,Vendor creates invoice,22401.0,2018-04-01 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076124,Purchase order,vendorID_1839,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1763,False,10,4507076124_00010,False
1591608,1591608,user_602,user_602,Create Purchase Order Item,22401.0,2018-04-05 09:14:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076124,Purchase order,vendorID_1839,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1763,False,10,4507076124_00010,False
1591609,1591609,user_603,user_603,Change Approval for Purchase Order,22401.0,2018-04-05 11:45:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076124,Purchase order,vendorID_1839,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1763,False,10,4507076124_00010,False
1591610,1591610,user_376,user_376,Record Invoice Receipt,22401.0,2018-04-06 09:28:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076124,Purchase order,vendorID_1839,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1763,False,10,4507076124_00010,False
1591611,1591611,NONE,NONE,Vendor creates invoice,35831.0,2018-04-05 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076125,Purchase order,vendorID_1840,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1764,False,10,4507076125_00010,False
1591612,1591612,user_602,user_602,Create Purchase Order Item,35831.0,2018-04-09 10:18:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076125,Purchase order,vendorID_1840,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1764,False,10,4507076125_00010,False
1591613,1591613,user_603,user_603,Change Approval for Purchase Order,35831.0,2018-04-09 15:03:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076125,Purchase order,vendorID_1840,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1764,False,10,4507076125_00010,False
1591614,1591614,user_359,user_359,Record Invoice Receipt,35831.0,2018-04-10 13:56:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076125,Purchase order,vendorID_1840,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1764,False,10,4507076125_00010,False
1591615,1591615,NONE,NONE,Vendor creates invoice,8886.0,2018-03-26 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076126,Purchase order,vendorID_1841,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1765,False,10,4507076126_00010,False
1591616,1591616,user_602,user_602,Create Purchase Order Item,8886.0,2018-04-09 10:21:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076126,Purchase order,vendorID_1841,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1765,False,10,4507076126_00010,False
1591617,1591617,user_603,user_603,Change Approval for Purchase Order,8886.0,2018-04-09 15:04:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076126,Purchase order,vendorID_1841,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1765,False,10,4507076126_00010,False
1591618,1591618,user_359,user_359,Record Invoice Receipt,8886.0,2018-04-11 09:36:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076126,Purchase order,vendorID_1841,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1765,False,10,4507076126_00010,False
1591619,1591619,NONE,NONE,Vendor creates invoice,9746.0,2018-04-03 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,10,4507076127_00010,False
1591620,1591620,user_602,user_602,Create Purchase Order Item,9746.0,2018-04-09 10:25:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,10,4507076127_00010,False
1591621,1591621,user_603,user_603,Change Approval for Purchase Order,9746.0,2018-04-09 15:04:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,10,4507076127_00010,False
1591622,1591622,user_359,user_359,Record Invoice Receipt,9746.0,2018-04-11 09:38:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,10,4507076127_00010,False
1591623,1591623,NONE,NONE,Vendor creates invoice,24365.0,2018-04-03 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,20,4507076127_00020,False
1591624,1591624,user_602,user_602,Create Purchase Order Item,24365.0,2018-04-09 10:28:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,20,4507076127_00020,False
1591625,1591625,user_603,user_603,Change Approval for Purchase Order,24365.0,2018-04-09 15:04:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,20,4507076127_00020,False
1591626,1591626,user_359,user_359,Record Invoice Receipt,24365.0,2018-04-11 09:40:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076127,Purchase order,vendorID_1842,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1766,False,20,4507076127_00020,False
1591627,1591627,NONE,NONE,Vendor creates invoice,55861.0,2018-04-06 21:59:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076128,Purchase order,vendorID_1843,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1767,False,10,4507076128_00010,False
1591628,1591628,user_602,user_602,Create Purchase Order Item,55861.0,2018-04-10 10:07:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076128,Purchase order,vendorID_1843,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1767,False,10,4507076128_00010,False
1591629,1591629,user_603,user_603,Change Approval for Purchase Order,55861.0,2018-04-10 10:48:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076128,Purchase order,vendorID_1843,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1767,False,10,4507076128_00010,False
1591630,1591630,user_359,user_359,Record Invoice Receipt,55861.0,2018-04-11 09:19:00+00:00,Others,companyID_0003,Framework order,Government payments,4507076128,Purchase order,vendorID_1843,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1767,False,10,4507076128_00010,False
1591631,1591631,NONE,NONE,Vendor creates invoice,6449.0,2018-02-15 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591632,1591632,user_602,user_602,Create Purchase Order Item,6449.0,2018-04-16 06:22:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591633,1591633,user_603,user_603,Change Approval for Purchase Order,6449.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591634,1591634,user_352,user_352,Record Invoice Receipt,6449.0,2018-04-17 11:40:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591635,1591635,user_604,user_604,Clear Invoice,6449.0,2018-04-18 15:23:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591636,1591636,user_602,user_602,Change Approval for Purchase Order,6449.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591637,1591637,user_603,user_603,Change Approval for Purchase Order,6449.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591638,1591638,user_602,user_602,Change Approval for Purchase Order,6449.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591639,1591639,user_603,user_603,Change Approval for Purchase Order,6449.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591640,1591640,user_602,user_602,Change Approval for Purchase Order,6449.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591641,1591641,user_603,user_603,Change Approval for Purchase Order,6449.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591642,1591642,user_602,user_602,Change Approval for Purchase Order,6449.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591643,1591643,user_603,user_603,Change Approval for Purchase Order,6449.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591644,1591644,user_602,user_602,Change Approval for Purchase Order,6449.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591645,1591645,user_603,user_603,Change Approval for Purchase Order,6449.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,10,4507076129_00010,False
1591646,1591646,NONE,NONE,Vendor creates invoice,6096.0,2018-02-15 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591647,1591647,user_602,user_602,Create Purchase Order Item,6096.0,2018-04-16 06:22:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591648,1591648,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591649,1591649,user_352,user_352,Record Invoice Receipt,6096.0,2018-04-17 11:44:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591650,1591650,user_604,user_604,Clear Invoice,6096.0,2018-04-18 15:23:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591651,1591651,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591652,1591652,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591653,1591653,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591654,1591654,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591655,1591655,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591656,1591656,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591657,1591657,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591658,1591658,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591659,1591659,user_602,user_602,Change Approval for Purchase Order,6096.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591660,1591660,user_603,user_603,Change Approval for Purchase Order,6096.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,20,4507076129_00020,False
1591661,1591661,NONE,NONE,Vendor creates invoice,6828.0,2018-02-15 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591662,1591662,user_602,user_602,Create Purchase Order Item,6828.0,2018-04-16 06:22:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591663,1591663,user_603,user_603,Change Approval for Purchase Order,6828.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591664,1591664,user_352,user_352,Record Invoice Receipt,6828.0,2018-04-17 11:52:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591665,1591665,user_604,user_604,Clear Invoice,6828.0,2018-04-18 15:23:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591666,1591666,user_602,user_602,Change Approval for Purchase Order,6828.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591667,1591667,user_603,user_603,Change Approval for Purchase Order,6828.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591668,1591668,user_602,user_602,Change Approval for Purchase Order,6828.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591669,1591669,user_603,user_603,Change Approval for Purchase Order,6828.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591670,1591670,user_602,user_602,Change Approval for Purchase Order,6828.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591671,1591671,user_603,user_603,Change Approval for Purchase Order,6828.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591672,1591672,user_602,user_602,Change Approval for Purchase Order,6828.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591673,1591673,user_603,user_603,Change Approval for Purchase Order,6828.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591674,1591674,user_602,user_602,Change Approval for Purchase Order,6828.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591675,1591675,user_603,user_603,Change Approval for Purchase Order,6828.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,30,4507076129_00030,False
1591676,1591676,NONE,NONE,Vendor creates invoice,5944.0,2018-03-06 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591677,1591677,user_603,user_603,Change Approval for Purchase Order,5944.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591678,1591678,user_602,user_602,Change Approval for Purchase Order,5944.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591679,1591679,user_602,user_602,Create Purchase Order Item,5944.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591680,1591680,user_603,user_603,Change Approval for Purchase Order,5944.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591681,1591681,user_359,user_359,Record Invoice Receipt,5944.0,2018-06-28 09:50:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591682,1591682,user_604,user_604,Clear Invoice,5944.0,2018-07-04 14:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591683,1591683,user_602,user_602,Change Approval for Purchase Order,5944.0,2018-07-06 06:56:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591684,1591684,user_603,user_603,Change Approval for Purchase Order,5944.0,2018-07-06 09:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591685,1591685,user_602,user_602,Change Approval for Purchase Order,5944.0,2018-07-31 10:51:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591686,1591686,user_603,user_603,Change Approval for Purchase Order,5944.0,2018-07-31 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591687,1591687,user_602,user_602,Change Approval for Purchase Order,5944.0,2018-08-13 08:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591688,1591688,user_603,user_603,Change Approval for Purchase Order,5944.0,2018-08-13 09:01:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591689,1591689,user_602,user_602,Change Approval for Purchase Order,5944.0,2018-11-07 14:14:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591690,1591690,user_603,user_603,Change Approval for Purchase Order,5944.0,2018-11-08 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,40,4507076129_00040,False
1591691,1591691,NONE,NONE,Vendor creates invoice,6125.0,2018-04-09 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591692,1591692,user_603,user_603,Change Approval for Purchase Order,6125.0,2018-04-16 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591693,1591693,user_602,user_602,Change Approval for Purchase Order,6125.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591694,1591694,user_602,user_602,Create Purchase Order Item,6125.0,2018-06-27 08:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591695,1591695,user_603,user_603,Change Approval for Purchase Order,6125.0,2018-06-27 09:05:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
1591696,1591696,user_359,user_359,Record Invoice Receipt,6125.0,2018-06-28 09:43:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4507076129,Purchase order,vendorID_1844,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1768,False,50,4507076129_00050,False
